# controller_path	context	feature	evidence
#
# THE FEATURE DENOMINATOR. Every HTTP entry point in the repo is here, mapped to the feature whose
# notes must explain it. Enumeration is `git ls-files` over the six hosts' Controllers folders;
# the context/feature assignment is human judgment, and the evidence column says on what basis.
#
# `context` is the context that OWNS the feature's notes, which is not always the host project:
# AdminUi's TieredDiscountController manages a Customer Ordering feature, so it maps there.
#
# Rows whose feature is `excluded:<reason>` or `non-controller` must state a reason - the same
# discipline _depth-ledger.tsv applies to a depth claim. A file that is not an endpoint (DTO,
# attribute, options class) is recorded rather than deleted, so "unmapped" stays a real signal.
#
# Generated once from scratchpad/gen-feature-map.js, then maintained by hand. verify-notes.js checks
# it in both directions: an endpoint with no row FAILS, a row whose file left git FAILS.
AdminUi/Controllers/Ad/AdController.cs	Admin	Catalog & Content Administration	catalog reference data, content pages and customer messaging
AdminUi/Controllers/AdCards/AdCardsController.cs	Admin	Catalog & Content Administration	catalog reference data, content pages and customer messaging
AdminUi/Controllers/AiThirdPartyController/AiThirdPartyController.cs	Admin	ERP & Integrations	ERP sync, journals, search index, webhooks and third-party AI
AdminUi/Controllers/Announcement/AnnouncementController.cs	Admin	Catalog & Content Administration	catalog reference data, content pages and customer messaging
AdminUi/Controllers/Area/AreaController.cs	Admin	City & Geography Administration	cities, areas, countries and zone administration
AdminUi/Controllers/AudianceController/AudianceController.cs	Admin	Catalog & Content Administration	catalog reference data, content pages and customer messaging
AdminUi/Controllers/AutoCompensationSettings/AutoCompensationSettingsController.cs	Admin	Delivery Administration	driver bonuses, wallets, suppliers, announcements, shifts and compensation
AdminUi/Controllers/Brand/BrandController.cs	Admin	Catalog & Content Administration	catalog reference data, content pages and customer messaging
AdminUi/Controllers/ChatDashboard/ChatDashboardController.cs	Admin	Chat Administration	chat dashboards, history, settings, ratings and inbound contact-us messages
AdminUi/Controllers/ChatHistory/ChatHistoryController.cs	Admin	Chat Administration	chat dashboards, history, settings, ratings and inbound contact-us messages
AdminUi/Controllers/ChatRateController/ChatRateController.cs	Admin	Chat Administration	chat dashboards, history, settings, ratings and inbound contact-us messages
AdminUi/Controllers/ChatReports/ChatReportsController.cs	Admin	Chat Administration	chat dashboards, history, settings, ratings and inbound contact-us messages
AdminUi/Controllers/ChatSettings/ChatSettingsController.cs	Admin	Chat Administration	chat dashboards, history, settings, ratings and inbound contact-us messages
AdminUi/Controllers/CityBreakConfigurationController/CityBreakConfigurationController.cs	Admin	City & Geography Administration	cities, areas, countries and zone administration
AdminUi/Controllers/CityController.cs	Admin	City & Geography Administration	city administration
AdminUi/Controllers/CityRushTimeConfigurationController/CityRushTimeConfigurationController.cs	Admin	City & Geography Administration	cities, areas, countries and zone administration
AdminUi/Controllers/CitySuggestionsController/CitySuggestionsController.cs	Admin	City & Geography Administration	cities, areas, countries and zone administration
AdminUi/Controllers/Compensation/CompensationController.cs	Admin	Delivery Administration	driver bonuses, wallets, suppliers, announcements, shifts and compensation
AdminUi/Controllers/Complaints/ComplaintsController.cs	Admin	Merchant Administration	merchant onboarding, availability, complaints and merchant reports
AdminUi/Controllers/Configuration/ConfigurationController.cs	Admin	Admin Back-Office	back-office users, permissions, configuration, dashboards and reports
AdminUi/Controllers/ContactUsAdmin/ContactUsController.cs	Admin	Chat Administration	chat dashboards, history, settings, ratings and inbound contact-us messages
AdminUi/Controllers/CookingTimeCategoryController/CookingTimeCategoryController.cs	Admin	Catalog & Content Administration	catalog reference data, content pages and customer messaging
AdminUi/Controllers/Country/CountryController.cs	Admin	City & Geography Administration	cities, areas, countries and zone administration
AdminUi/Controllers/CustomReportDesignerController.cs	Admin	Admin Back-Office	report designer host
AdminUi/Controllers/CustomerAdminChat/CustomerAdminChatController.cs	Admin	Chat Administration	chat dashboards, history, settings, ratings and inbound contact-us messages
AdminUi/Controllers/CustomerAds/InAppMessagingController.cs	Admin	Catalog & Content Administration	catalog reference data, content pages and customer messaging
AdminUi/Controllers/CustomerController/CustomerController.cs	Admin	Order & Customer Administration	order oversight, customer records, promo/voucher and wallet administration
AdminUi/Controllers/CustomerNotifications/CustomerNotificationsController.cs	Admin	Catalog & Content Administration	catalog reference data, content pages and customer messaging
AdminUi/Controllers/DashboardController/DynamicDashboardController.cs	Admin	Admin Back-Office	back-office users, permissions, configuration, dashboards and reports
AdminUi/Controllers/DelivaryZoneController/DeliveryZoneController.cs	Admin	City & Geography Administration	cities, areas, countries and zone administration
AdminUi/Controllers/DeliveryAnnouncementController/DeliveryAnnouncementController.cs	Admin	Delivery Administration	driver bonuses, wallets, suppliers, announcements, shifts and compensation
AdminUi/Controllers/DeliveryBouns/DeliveryBounsController.cs	Admin	Delivery Administration	driver bonuses, wallets, suppliers, announcements, shifts and compensation
AdminUi/Controllers/DeliveryInstructionsController/DeliveryInstructionsController.cs	Admin	Delivery Administration	driver bonuses, wallets, suppliers, announcements, shifts and compensation
AdminUi/Controllers/DeliveryManChat/DeliveryManChatController.cs	Admin	Chat Administration	chat dashboards, history, settings, ratings and inbound contact-us messages
AdminUi/Controllers/DeliveryManNotificationController/DeliveryManNotificationController.cs	Admin	Delivery Administration	driver bonuses, wallets, suppliers, announcements, shifts and compensation
AdminUi/Controllers/DeliveryMenController.cs	Admin	Delivery Administration	driver records administration
AdminUi/Controllers/DeliverySupplier/DeliverySupplierController.cs	Admin	Delivery Administration	driver bonuses, wallets, suppliers, announcements, shifts and compensation
AdminUi/Controllers/DeliverymanWallet/DeliverymanWalletController.cs	Admin	Delivery Administration	driver bonuses, wallets, suppliers, announcements, shifts and compensation
AdminUi/Controllers/ElasticSerach/ElasticSerachController.cs	Admin	ERP & Integrations	ERP sync, journals, search index, webhooks and third-party AI
AdminUi/Controllers/ErpController/ERPController.cs	Admin	ERP & Integrations	ERP sync, journals, search index, webhooks and third-party AI
AdminUi/Controllers/ErpIntegrationTrackingController.cs	Admin	ERP & Integrations	ERP sync tracking
AdminUi/Controllers/FAQController/FAQItemsController.cs	Admin	Catalog & Content Administration	catalog reference data, content pages and customer messaging
AdminUi/Controllers/FeatureMangamentController/FeatureMangamentController.cs	Admin	Admin Back-Office	health and feature flags
AdminUi/Controllers/FeaturesManagementController.cs	Admin	Admin Back-Office	feature flag administration
AdminUi/Controllers/FoodTypeController.cs	Admin	Catalog & Content Administration	food type reference data
AdminUi/Controllers/FoodTypesController/FoodTypesController.cs	Admin	Catalog & Content Administration	catalog reference data, content pages and customer messaging
AdminUi/Controllers/HealthController/HealthController .cs	Admin	Admin Back-Office	health and feature flags
AdminUi/Controllers/ItemController/ItemController.cs	Admin	Catalog & Content Administration	catalog reference data, content pages and customer messaging
AdminUi/Controllers/JournalSubscriptionController/JournalSubscriptionController.cs	Admin	ERP & Integrations	ERP sync, journals, search index, webhooks and third-party AI
AdminUi/Controllers/Langauge/LangaugeController.cs	Admin	Catalog & Content Administration	catalog reference data, content pages and customer messaging
AdminUi/Controllers/MartCategory/MartCategoryController.cs	Admin	Catalog & Content Administration	catalog reference data, content pages and customer messaging
AdminUi/Controllers/MartCategory/SpecialMartCategoryController.cs	Admin	Catalog & Content Administration	catalog reference data, content pages and customer messaging
AdminUi/Controllers/MenuItemActivationTrackingController.cs	Admin	Catalog & Content Administration	back-office reads of per-item activation state and activation history (`MenuItemActivationTrackingController.cs:39`, `:77`); catalog-side item data, the same feature as ItemController
AdminUi/Controllers/MerchantController/MerchantController.cs	Admin	Merchant Administration	merchant onboarding, availability, complaints and merchant reports
AdminUi/Controllers/NonDeliveryReasonsController.cs	Admin	Delivery Administration	non-delivery reason catalogue
AdminUi/Controllers/NotificationsController/NotificationsController.cs	Admin	Catalog & Content Administration	catalog reference data, content pages and customer messaging
AdminUi/Controllers/Order/OrderController.cs	Admin	Order & Customer Administration	order oversight, customer records, promo/voucher and wallet administration
AdminUi/Controllers/PaymentMethodController/PaymentMethodController.cs	Admin	Order & Customer Administration	order oversight, customer records, promo/voucher and wallet administration
AdminUi/Controllers/Permission/PermissionController.cs	Admin	Admin Back-Office	back-office users, permissions, configuration, dashboards and reports
AdminUi/Controllers/PrivacyPolicyController/PrivacyPolicyController.cs	Admin	Catalog & Content Administration	catalog reference data, content pages and customer messaging
AdminUi/Controllers/PromoCodeController/PromoCodeController.cs	Admin	Order & Customer Administration	order oversight, customer records, promo/voucher and wallet administration
AdminUi/Controllers/RejectedResoneController/RejectedReasonController.cs	Admin	Merchant Administration	merchant onboarding, availability, complaints and merchant reports
AdminUi/Controllers/ReportController.cs	Admin	Admin Back-Office	report host endpoints
AdminUi/Controllers/ReportsController/ReportsController.cs	Admin	Admin Back-Office	back-office users, permissions, configuration, dashboards and reports
AdminUi/Controllers/RestaurantBusyController/RestaurantBusyController.cs	Admin	Merchant Administration	merchant onboarding, availability, complaints and merchant reports
AdminUi/Controllers/RestaurantController/RestaurantController.cs	Admin	Merchant Administration	merchant onboarding, availability, complaints and merchant reports
AdminUi/Controllers/RestaurantReport/ReportListController.cs	Admin	Merchant Administration	merchant onboarding, availability, complaints and merchant reports
AdminUi/Controllers/RestaurantReport/ReportsListDTO.cs	-	non-controller	DTO class, not an endpoint
AdminUi/Controllers/RestaurantZoneController/RestaurantZoneController.cs	Admin	City & Geography Administration	cities, areas, countries and zone administration
AdminUi/Controllers/RoboCall/RoboCallController.cs	Admin	Delivery Administration	driver bonuses, wallets, suppliers, announcements, shifts and compensation
AdminUi/Controllers/ScheduledNotificationController/ScheduledNotificationController.cs	Admin	Catalog & Content Administration	catalog reference data, content pages and customer messaging
AdminUi/Controllers/Slider/Slider.cs	Admin	Catalog & Content Administration	catalog reference data, content pages and customer messaging
AdminUi/Controllers/StoreType/StoreTypeController.cs	Admin	Catalog & Content Administration	catalog reference data, content pages and customer messaging
AdminUi/Controllers/StoreTypesController.cs	Admin	Catalog & Content Administration	store type reference data
AdminUi/Controllers/TawkTo/TawkToController.cs	Admin	ERP & Integrations	ERP sync, journals, search index, webhooks and third-party AI
AdminUi/Controllers/TermsAndConditions/TermsAndConditionsController.cs	Admin	Catalog & Content Administration	catalog reference data, content pages and customer messaging
AdminUi/Controllers/TieredDiscountController/TieredDiscountController.cs	Customer Ordering	Tiered Discount	management side of a Customer Ordering feature — the notes live under that feature
AdminUi/Controllers/UnbanReasonsController.cs	Admin	Delivery Administration	driver unban reason catalogue
AdminUi/Controllers/UserController/UserController.cs	Admin	Admin Back-Office	back-office users, permissions, configuration, dashboards and reports
AdminUi/Controllers/UserShiftController/UserShiftController.cs	Admin	Delivery Administration	driver bonuses, wallets, suppliers, announcements, shifts and compensation
AdminUi/Controllers/VoucherController/VoucherController.cs	Admin	Order & Customer Administration	order oversight, customer records, promo/voucher and wallet administration
AdminUi/Controllers/WalletTransactionRechargeReasonController/WalletTransactionRechargeReasonController.cs	Admin	Order & Customer Administration	order oversight, customer records, promo/voucher and wallet administration
AdminUi/Controllers/Webhook/WebhookController.cs	Admin	ERP & Integrations	ERP sync, journals, search index, webhooks and third-party AI
AdminUi/Controllers/WorkUsDeliveryController.cs	Admin	Delivery Administration	driver applications
AdminUi/Controllers/WorkUsRestaurantController.cs	Admin	Merchant Administration	merchant applications
Talabatk.IDS/Controllers/Account/AccountController.cs	Identity & Access	Authentication & Tokens	IdentityServer login, consent and external providers
Talabatk.IDS/Controllers/Account/AccountOptions.cs	-	non-controller	options/config class, not an endpoint
